"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"X3",2023,"Europe","Black","Petrol","Automatic",2.5,15321,82519,4279,"High"
"X1",2024,"Africa","White","Diesel","Manual",4.7,52090,92119,1096,"Low"
"X3",2011,"South America","Red","Electric","Automatic",4.7,187872,66813,4090,"High"
"7 Series",2015,"Europe","White","Hybrid","Manual",3.4,206169,59098,4886,"High"
"5 Series",2022,"Middle East","Silver","Petrol","Manual",3.7,52207,92432,686,"Low"
"X5",2017,"Africa","White","Electric","Manual",3.8,139724,83175,3165,"Low"
"M5",2022,"Europe","Grey","Hybrid","Automatic",2.4,94003,77627,3803,"High"
"7 Series",2013,"South America","Blue","Hybrid","Manual",2.8,175609,56242,4773,"High"
"M5",2015,"Asia","Black","Hybrid","Automatic",2,126007,68305,4343,"High"
"i3",2019,"South America","Blue","Electric","Automatic",4.7,118716,90317,2844,"Low"
"X6",2015,"North America","Red","Hybrid","Automatic",4,151139,64525,4457,"High"
"X1",2020,"Europe","Blue","Electric","Manual",1.7,83081,72893,3927,"High"
"5 Series",2012,"Europe","Silver","Electric","Automatic",3.4,235746,62941,4546,"High"
"M3",2020,"Middle East","Blue","Electric","Automatic",2.7,56111,90366,3274,"Low"
"M3",2018,"Middle East","Grey","Diesel","Automatic",4.4,121917,92930,1287,"Low"
"X5",2022,"Europe","Red","Hybrid","Automatic",2.7,64169,91886,1826,"Low"
"X5",2019,"Middle East","White","Diesel","Automatic",3.8,104421,85241,2194,"Low"
"M3",2018,"Asia","Silver","Petrol","Manual",2.1,121738,74292,3508,"High"
"i3",2020,"Europe","Grey","Electric","Manual",3.5,69962,93367,3214,"Low"
"i8",2016,"Africa","Grey","Diesel","Automatic",2.5,124520,74423,3775,"High"
"X1",2021,"Asia","White","Hybrid","Manual",2.1,98067,83752,3221,"Low"
"3 Series",2014,"Middle East","Black","Hybrid","Manual",3.7,182911,63854,4500,"High"
"i3",2020,"North America","Black","Hybrid","Manual",3.7,46093,94758,1021,"Low"
"7 Series",2021,"North America","Blue","Diesel","Manual",4.9,68125,94745,723,"Low"
"M5",2021,"North America","Blue","Diesel","Automatic",3.8,114948,85808,4284,"High"
"M3",2023,"Africa","White","Diesel","Manual",3.3,1000,99411,3383,"High"
"5 Series",2024,"South America","White","Hybrid","Automatic",4.7,17784,112916,1224,"Low"
"i8",2022,"Africa","Red","Hybrid","Manual",4.4,36875,103334,1167,"Low"
"i3",2021,"Europe","Red","Diesel","Automatic",3.4,62210,95898,2834,"Low"
"X1",2024,"Asia","Blue","Hybrid","Automatic",3.3,23471,98551,3389,"High"
"X3",2018,"North America","White","Electric","Manual",4.8,119056,87814,1703,"Low"
"X5",2018,"Africa","Red","Petrol","Automatic",3.7,84484,87554,2828,"Low"
"5 Series",2016,"Asia","Silver","Hybrid","Manual",4,137922,76744,3952,"High"
"M3",2023,"Africa","Red","Petrol","Manual",1.8,30051,84596,2019,"Low"
"5 Series",2018,"Middle East","Grey","Hybrid","Automatic",4,96977,79859,2941,"Low"
"5 Series",2022,"Asia","Red","Hybrid","Automatic",2.4,23769,102479,2562,"Low"
"7 Series",2021,"North America","Silver","Hybrid","Automatic",1.9,87833,76080,4267,"High"
"X3",2011,"Africa","Silver","Petrol","Automatic",4.5,208767,62925,5964,"High"
"X6",2015,"South America","Blue","Hybrid","Automatic",3.9,124557,83908,3201,"Low"
"7 Series",2017,"Africa","Black","Hybrid","Automatic",2.9,100210,85041,3281,"Low"
"i3",2016,"Europe","Red","Hybrid","Manual",3,133226,68070,3556,"High"
"X5",2024,"South America","Blue","Petrol","Automatic",2.2,43719,91107,2533,"Low"
"M5",2017,"Asia","Silver","Electric","Manual",1.5,122898,73528,5364,"High"
"X5",2015,"Africa","Grey","Petrol","Automatic",2.7,147469,67277,4079,"High"
"X6",2024,"Africa","White","Petrol","Automatic",2,13426,102835,1067,"Low"
"5 Series",2022,"Asia","Red","Diesel","Automatic",3,60459,102159,100,"Low"
"i3",2014,"Middle East","Black","Petrol","Automatic",4.4,166432,70793,5152,"High"
"X6",2023,"North America","Blue","Hybrid","Manual",1.9,20256,93570,2109,"Low"
"M3",2018,"Europe","Black","Diesel","Automatic",1.8,79849,79096,3879,"High"
"i3",2024,"South America","Red","Electric","Manual",4.7,37465,100857,478,"Low"
"X3",2017,"Africa","Black","Petrol","Automatic",4.1,87044,82602,3822,"High"
"X3",2022,"Europe","Black","Electric","Automatic",1.7,63532,84924,2420,"Low"
"X5",2014,"South America","Silver","Petrol","Automatic",1.8,163692,61436,5209,"High"
"7 Series",2014,"Europe","Black","Electric","Manual",3.9,147898,73213,3831,"High"
"M3",2021,"Africa","Grey","Electric","Automatic",2.8,68716,85228,3518,"High"
"i3",2019,"Middle East","Blue","Electric","Automatic",4,94482,81719,5187,"High"
"3 Series",2022,"Europe","Black","Petrol","Manual",2.9,31211,91127,2933,"Low"
"X1",2015,"Middle East","Red","Electric","Manual",4.9,129441,74779,3596,"High"
"3 Series",2015,"North America","Red","Diesel","Manual",3.9,170586,60813,4534,"High"
"5 Series",2023,"South America","Grey","Electric","Automatic",1.7,8077,84773,2522,"Low"
"5 Series",2019,"Europe","Black","Petrol","Manual",2.7,128748,72349,5540,"High"
"M3",2017,"Asia","Grey","Diesel","Automatic",3.5,77702,83418,2475,"Low"
"M3",2018,"South America","Black","Petrol","Manual",2,102692,64708,4482,"High"
"3 Series",2018,"Middle East","Grey","Hybrid","Automatic",1.5,94887,74478,3244,"Low"
"i3",2024,"Middle East","Silver","Hybrid","Automatic",1.8,25973,92123,3229,"Low"
"X5",2018,"Asia","Silver","Hybrid","Manual",3.3,104873,80593,4596,"High"
"M5",2019,"North America","Grey","Hybrid","Manual",3.7,107945,85273,2703,"Low"
"X1",2022,"Europe","Silver","Diesel","Automatic",1.8,44750,85849,3744,"High"
"3 Series",2019,"North America","Blue","Diesel","Automatic",3.8,108770,79718,4644,"High"
"7 Series",2022,"South America","Black","Diesel","Automatic",3.7,29054,98688,2235,"Low"
"i3",2016,"North America","Black","Electric","Automatic",4.8,127801,76578,3795,"High"
"X6",2012,"Europe","Silver","Electric","Manual",4.4,203189,56672,5295,"High"
"X3",2013,"North America","Silver","Diesel","Manual",4.8,118394,73105,4186,"High"
"5 Series",2021,"Europe","Blue","Electric","Manual",4.9,92827,89601,2013,"Low"
"i3",2020,"Europe","White","Petrol","Automatic",3,108042,82739,3710,"High"
"i8",2022,"Asia","Blue","Hybrid","Manual",3.2,68463,84138,2155,"Low"
"M3",2011,"South America","Black","Petrol","Automatic",2.5,197597,56878,5230,"High"
"M3",2023,"Africa","Blue","Diesel","Automatic",3.3,24817,90546,1779,"Low"
"5 Series",2014,"Asia","Blue","Electric","Automatic",2,171380,59996,5180,"High"
"i3",2018,"Africa","White","Hybrid","Manual",3.9,101710,81153,2393,"Low"
"X1",2016,"South America","Black","Petrol","Manual",1.6,166651,64869,5978,"High"
"X6",2017,"North America","White","Diesel","Manual",2.3,110806,75373,3539,"High"
"i8",2017,"North America","Grey","Electric","Automatic",2.2,70041,79143,4434,"High"
"i3",2022,"Europe","White","Electric","Manual",4.8,31979,102779,1817,"Low"
"X1",2014,"Africa","White","Hybrid","Manual",2,189527,59614,5195,"High"
"7 Series",2017,"North America","Black","Electric","Manual",4.6,87447,75871,4541,"High"
"7 Series",2021,"Middle East","Silver","Petrol","Automatic",1.9,99520,88708,2396,"Low"
"7 Series",2023,"Asia","Black","Electric","Manual",3.8,81310,89094,2967,"Low"
"X1",2021,"North America","Black","Electric","Manual",2.6,71618,73593,4260,"High"
"X6",2023,"Africa","Black","Electric","Automatic",2.6,34798,88553,1679,"Low"
"5 Series",2016,"Europe","Blue","Petrol","Manual",5,182111,64919,4330,"High"
"X3",2013,"Africa","Blue","Diesel","Automatic",2.3,149290,59290,6128,"High"
"M3",2019,"Europe","Red","Petrol","Automatic",2.2,113687,76273,5605,"High"
"X5",2018,"Asia","Black","Diesel","Manual",3.6,96378,79233,2488,"Low"
"X1",2021,"South America","White","Electric","Automatic",4.1,59736,85676,3857,"High"
"X1",2021,"Africa","White","Diesel","Automatic",4.9,57084,98241,100,"Low"
"5 Series",2024,"Asia","White","Electric","Manual",4,40296,96156,2861,"Low"
"X1",2013,"Europe","Black","Petrol","Automatic",3.5,173546,68330,5086,"High"
"i3",2016,"Middle East","Black","Electric","Automatic",2.9,147665,72843,5854,"High"
"X6",2023,"Asia","Red","Electric","Automatic",3.6,90489,96366,2344,"Low"
"5 Series",2024,"Europe","Grey","Hybrid","Manual",3.6,1000,101574,2566,"Low"
"i3",2024,"South America","Red","Petrol","Manual",2.3,9891,93796,3048,"Low"
"X1",2022,"South America","Red","Diesel","Manual",3.8,37223,91702,3083,"Low"
"X3",2022,"Asia","Red","Diesel","Manual",2.2,22070,90193,2265,"Low"
"M3",2016,"North America","Grey","Diesel","Automatic",3.2,156568,75756,1559,"Low"
"X3",2020,"Africa","Black","Petrol","Automatic",2.4,91713,85939,2562,"Low"
"X1",2012,"North America","Red","Electric","Automatic",2.6,176833,53521,6250,"High"
"X3",2017,"Middle East","White","Electric","Automatic",3.6,126419,74413,4228,"High"
"3 Series",2018,"South America","Silver","Petrol","Manual",1.7,137709,71815,4904,"High"
"3 Series",2018,"Middle East","Grey","Petrol","Manual",1.5,140810,68824,4871,"High"
"X6",2017,"Africa","Black","Diesel","Automatic",2,110734,79104,3501,"High"
"M5",2019,"Asia","Silver","Electric","Manual",2.1,84215,69898,4943,"High"
"X3",2021,"North America","Black","Hybrid","Manual",2.2,44888,87465,3042,"Low"
"X3",2016,"Middle East","Red","Electric","Manual",4.2,158078,72454,2099,"Low"
"M3",2023,"Africa","White","Diesel","Manual",3.1,15361,93918,3243,"Low"
"X5",2022,"North America","Red","Electric","Automatic",3.1,33280,90365,2217,"Low"
"X1",2018,"Asia","Blue","Petrol","Automatic",3.8,126353,86800,3345,"High"
"i3",2021,"North America","Blue","Diesel","Manual",4.1,78599,80593,4284,"High"
"M3",2023,"Asia","Red","Hybrid","Manual",1.5,56886,87149,2488,"Low"
"X1",2016,"Middle East","Grey","Electric","Automatic",4.5,165827,69773,5107,"High"
"i3",2015,"South America","Blue","Petrol","Manual",5,156698,74205,3807,"High"
"7 Series",2017,"Europe","Blue","Hybrid","Automatic",1.9,99943,68110,5160,"High"
"X5",2019,"Asia","White","Electric","Automatic",3.8,124008,87876,3572,"High"
"i8",2012,"Asia","Grey","Hybrid","Manual",1.5,207881,45422,6788,"High"
"7 Series",2024,"South America","Blue","Electric","Manual",1.7,12462,97304,1692,"Low"
"7 Series",2021,"Africa","Silver","Diesel","Automatic",2.5,87715,87040,1962,"Low"
"X3",2023,"Middle East","Silver","Diesel","Automatic",4.5,16842,106582,2036,"Low"
"i3",2018,"Europe","Blue","Electric","Manual",3.8,112661,92038,3202,"Low"
"X6",2015,"North America","Red","Petrol","Manual",3.1,131292,65763,4454,"High"
"7 Series",2012,"Africa","Red","Electric","Automatic",3,187019,55499,5778,"High"
"X1",2024,"Africa","Red","Petrol","Automatic",3.1,9969,102212,2804,"Low"
"i3",2015,"Asia","Red","Diesel","Manual",2.6,167842,64054,4393,"High"
"X6",2021,"Middle East","Grey","Diesel","Manual",4.6,92722,82432,1552,"Low"
"i8",2022,"North America","Red","Diesel","Automatic",3.5,52610,85960,4302,"High"
"X6",2018,"Middle East","Blue","Electric","Manual",3.2,109989,80235,3946,"High"
"X6",2012,"Asia","Black","Electric","Automatic",3.1,173784,64709,6118,"High"
"X5",2024,"Africa","White","Petrol","Automatic",4.8,5977,103045,3494,"High"
"X1",2018,"South America","Red","Diesel","Manual",4,110798,84451,3914,"High"
"5 Series",2021,"Asia","Grey","Petrol","Manual",2,59949,92568,2058,"Low"
"X6",2016,"Africa","Grey","Electric","Automatic",3,150707,70384,3842,"High"
"7 Series",2017,"South America","Silver","Electric","Manual",2.5,167237,64362,5539,"High"
"X5",2020,"Africa","Blue","Diesel","Automatic",5,99877,96308,1042,"Low"
"i3",2015,"Europe","Black","Diesel","Automatic",3,134948,77742,4092,"High"
"X6",2024,"Europe","Grey","Electric","Manual",1.7,24713,89419,3484,"High"
"5 Series",2022,"North America","Black","Hybrid","Manual",2.9,50264,91484,2567,"Low"
"i3",2014,"North America","Red","Electric","Manual",2.6,157998,56202,4418,"High"
"i3",2016,"Europe","Red","Electric","Manual",3.6,154768,76929,4426,"High"
"M3",2024,"North America","Blue","Electric","Manual",2.3,16546,99997,2480,"Low"
"X3",2018,"North America","Grey","Diesel","Manual",1.6,137337,63847,4735,"High"
"M3",2020,"Asia","Blue","Petrol","Manual",1.8,79908,79699,3084,"Low"
"3 Series",2021,"Middle East","Black","Petrol","Manual",2.5,79134,88687,2276,"Low"
"M3",2019,"Africa","White","Electric","Automatic",2.7,113141,78835,3934,"High"
"5 Series",2024,"North America","Grey","Diesel","Automatic",4.4,1000,108845,2136,"Low"
"X5",2024,"Asia","White","Petrol","Automatic",2.4,9728,94676,2536,"Low"
"i8",2024,"North America","Grey","Petrol","Automatic",1.6,25306,95329,1251,"Low"
"X5",2019,"Europe","Blue","Diesel","Automatic",4.2,106431,87124,3891,"High"
"5 Series",2013,"Middle East","Grey","Electric","Manual",4.5,178828,66729,6032,"High"
"3 Series",2019,"Europe","White","Diesel","Automatic",3.2,61176,85752,5203,"High"
"3 Series",2024,"Middle East","White","Electric","Automatic",2.5,51429,100023,1795,"Low"
"X6",2016,"North America","Red","Diesel","Automatic",4.2,125691,76935,3281,"Low"
"5 Series",2019,"Africa","Silver","Petrol","Automatic",1.5,91682,84976,4505,"High"
"M5",2023,"South America","White","Electric","Manual",4.7,11846,103399,604,"Low"
"X3",2020,"Asia","Silver","Hybrid","Automatic",4.5,72345,98560,2475,"Low"
"M5",2015,"Asia","Grey","Hybrid","Manual",3.4,134318,70677,3987,"High"
"M5",2021,"Africa","Black","Electric","Manual",2.5,65577,94000,2720,"Low"
"X1",2021,"Europe","White","Electric","Manual",1.6,76392,85187,1879,"Low"
"7 Series",2020,"Africa","Red","Petrol","Automatic",5,76275,100258,2698,"Low"
"M5",2024,"Middle East","Grey","Diesel","Manual",4.2,1000,105530,2082,"Low"
"i8",2024,"Asia","Blue","Electric","Manual",2.7,1000,92850,2112,"Low"
"7 Series",2024,"North America","Red","Diesel","Manual",1.6,1000,96018,3460,"High"
"5 Series",2021,"Asia","Blue","Diesel","Manual",3.7,100497,88481,2827,"Low"
"X6",2016,"South America","Silver","Electric","Manual",5,142337,71451,4522,"High"
"7 Series",2019,"Africa","Red","Diesel","Manual",4,125276,84772,3976,"High"
"X6",2013,"North America","Grey","Petrol","Manual",1.8,185244,59526,4442,"High"
"i8",2024,"Asia","White","Diesel","Manual",2.9,1000,98713,1677,"Low"
"X5",2024,"Africa","Silver","Electric","Automatic",1.9,1000,100737,1527,"Low"
"5 Series",2019,"Europe","Black","Petrol","Manual",4.7,42722,88600,2523,"Low"
"X5",2020,"Africa","Black","Electric","Automatic",2.7,94199,81507,2310,"Low"
"X1",2024,"Europe","White","Petrol","Automatic",4.1,34116,104746,1011,"Low"
"X3",2022,"Africa","Silver","Electric","Automatic",1.8,77459,85086,1767,"Low"
"X3",2023,"Europe","Blue","Diesel","Automatic",1.9,46103,90424,2424,"Low"
"X5",2022,"Middle East","Grey","Diesel","Manual",3.9,33442,87049,3487,"High"
"5 Series",2021,"South America","Blue","Diesel","Automatic",4.5,85510,86510,3169,"Low"
"X3",2024,"Africa","Blue","Petrol","Automatic",2.2,28235,98909,1799,"Low"
"i8",2012,"Africa","Black","Hybrid","Automatic",3,217979,56895,6604,"High"
"M3",2016,"Africa","Silver","Diesel","Manual",3.7,136614,73222,3581,"High"
"M3",2016,"North America","Silver","Hybrid","Automatic",4.3,136762,75256,2616,"Low"
"X3",2020,"Asia","Silver","Hybrid","Manual",3.7,95510,78156,4942,"High"
"i3",2016,"North America","Red","Diesel","Automatic",1.8,187074,62030,5404,"High"
"7 Series",2021,"Europe","Red","Petrol","Automatic",3.4,37445,96261,1334,"Low"
"M3",2011,"Asia","Black","Electric","Manual",4.6,241540,53602,3737,"High"
"X6",2022,"Asia","White","Diesel","Manual",4.5,28660,93153,1451,"Low"
"X1",2018,"Middle East","Blue","Petrol","Manual",3.5,167200,69661,4925,"High"
"X1",2023,"Europe","Black","Petrol","Manual",5,30600,94473,2438,"Low"
"X3",2020,"North America","Grey","Electric","Manual",1.9,64793,77098,2587,"Low"
"X3",2021,"Europe","Grey","Hybrid","Manual",3.2,65748,94497,1315,"Low"
"M5",2012,"Middle East","Blue","Petrol","Automatic",4.2,215862,66476,7374,"High"
"X6",2018,"Middle East","Red","Hybrid","Manual",2,139985,66987,5291,"High"
"7 Series",2021,"Asia","Grey","Diesel","Automatic",4.9,83544,85220,4719,"High"
"3 Series",2019,"North America","Grey","Hybrid","Automatic",2.7,71496,95901,3236,"Low"
"X1",2013,"Middle East","Blue","Hybrid","Manual",2.7,180697,56059,7102,"High"
"X3",2023,"South America","Black","Petrol","Manual",2.2,27633,89995,2492,"Low"
"5 Series",2014,"Africa","White","Electric","Automatic",2.5,149934,70581,3708,"High"
"i3",2022,"Africa","Black","Petrol","Manual",3.5,34621,96656,2489,"Low"
"5 Series",2023,"South America","Black","Diesel","Manual",3,31327,98599,1426,"Low"
"M3",2020,"Asia","White","Hybrid","Manual",2.2,89781,88783,3170,"Low"
"X3",2021,"Africa","Red","Petrol","Automatic",4.3,56289,100553,2728,"Low"
"X1",2023,"South America","Black","Petrol","Manual",1.7,16444,90182,5012,"High"
"X1",2023,"Europe","White","Petrol","Automatic",4.4,25472,110316,100,"Low"
"M5",2020,"Middle East","White","Electric","Automatic",2.5,56561,82391,2727,"Low"
"M3",2023,"Middle East","Black","Hybrid","Automatic",3.2,40425,89216,1877,"Low"
"X1",2018,"Middle East","Silver","Petrol","Automatic",2.8,116627,83397,4702,"High"
"M3",2019,"Middle East","Grey","Petrol","Automatic",3.5,74970,94210,1989,"Low"
"X1",2010,"Asia","Silver","Hybrid","Manual",4.3,224660,56370,6560,"High"
"5 Series",2020,"South America","Blue","Petrol","Manual",5,90973,90345,3906,"High"
"X1",2024,"Asia","Blue","Petrol","Manual",2.6,15313,93907,2402,"Low"
"X6",2013,"North America","Silver","Hybrid","Automatic",3.4,169492,64158,5411,"High"
"5 Series",2016,"Asia","Blue","Hybrid","Automatic",3.1,123773,74757,5408,"High"
"5 Series",2012,"Africa","Grey","Diesel","Automatic",5,218847,70774,2507,"Low"
"X1",2024,"South America","White","Hybrid","Manual",4.3,39977,94226,100,"Low"
"X3",2012,"North America","White","Petrol","Automatic",2.9,180621,61892,5960,"High"
"X5",2023,"Asia","Silver","Electric","Automatic",3.2,4674,99422,3087,"Low"
"M3",2016,"Asia","Silver","Petrol","Manual",2.4,134724,60514,2901,"Low"
"5 Series",2024,"Europe","Silver","Electric","Automatic",4.1,1000,106585,623,"Low"
"5 Series",2018,"Asia","Red","Hybrid","Manual",4.5,95642,83497,3675,"High"
"i3",2024,"Europe","Red","Hybrid","Automatic",4.9,42599,93841,2648,"Low"
"M3",2019,"Europe","Silver","Hybrid","Manual",3.5,75245,79620,3739,"High"
"i3",2020,"South America","Red","Diesel","Automatic",3.8,133570,77326,5230,"High"
"i3",2021,"South America","Grey","Diesel","Manual",3.1,20484,97931,2039,"Low"
"3 Series",2015,"Europe","Silver","Hybrid","Automatic",3.6,151551,73695,3794,"High"
"7 Series",2014,"North America","Red","Petrol","Manual",2.7,169855,58202,5561,"High"
"7 Series",2021,"South America","Black","Petrol","Automatic",4.1,41918,101781,2728,"Low"
"3 Series",2024,"South America","White","Diesel","Automatic",1.6,35693,89045,4157,"High"
"3 Series",2023,"Africa","White","Hybrid","Manual",1.6,41754,86155,2289,"Low"
"5 Series",2017,"Africa","Black","Electric","Manual",4,65561,79832,2855,"Low"
"M3",2024,"Europe","Grey","Hybrid","Manual",4.8,1000,104392,106,"Low"
"5 Series",2017,"Asia","Blue","Petrol","Automatic",3.7,125015,79165,4370,"High"
"X3",2022,"Europe","Grey","Electric","Automatic",4,93463,88356,1498,"Low"
"M5",2024,"Asia","White","Hybrid","Manual",4.4,27874,104346,1877,"Low"
"X6",2016,"Asia","Black","Electric","Manual",2.8,125924,77883,4977,"High"
"3 Series",2022,"Africa","Grey","Petrol","Automatic",1.9,41454,88067,3495,"High"
"7 Series",2021,"Africa","Blue","Petrol","Automatic",4.8,70657,80684,4452,"High"
"M5",2024,"Asia","Blue","Diesel","Manual",4.8,41678,94695,1381,"Low"
"5 Series",2022,"Africa","Red","Diesel","Manual",3,38860,94139,1630,"Low"
"X1",2019,"Asia","Silver","Petrol","Automatic",2.3,103647,76754,3590,"High"
"M5",2015,"Middle East","Grey","Hybrid","Manual",4.6,191681,74021,3800,"High"
"X1",2024,"Europe","Red","Petrol","Manual",4,35776,100264,100,"Low"
"3 Series",2018,"Asia","White","Diesel","Manual",1.5,87812,76835,2182,"Low"
"X5",2017,"Middle East","Grey","Petrol","Manual",1.9,129741,65554,4938,"High"
"X3",2011,"Asia","Grey","Petrol","Manual",4.9,200079,60708,5027,"High"
"i8",2023,"Europe","Black","Petrol","Manual",1.6,53828,84487,5038,"High"
"M5",2022,"North America","Blue","Diesel","Manual",2.5,69166,86579,4343,"High"
"X6",2019,"Africa","Blue","Diesel","Manual",3.4,116036,77050,3759,"High"
"7 Series",2011,"North America","Blue","Petrol","Automatic",2.1,212357,54270,5453,"High"
"M3",2023,"Africa","Black","Hybrid","Manual",2.3,40332,88090,5653,"High"
"5 Series",2010,"South America","Blue","Electric","Manual",2.7,217760,50461,6505,"High"
"X5",2022,"Europe","Grey","Diesel","Automatic",2.4,62237,94063,4714,"High"
"i3",2023,"Asia","Grey","Electric","Automatic",4.3,31971,97192,3093,"Low"
"M5",2020,"Asia","White","Hybrid","Automatic",3.3,87379,84681,3298,"High"
"M5",2017,"North America","Red","Electric","Automatic",2.5,119000,76787,3384,"High"
"M5",2021,"Europe","White","Electric","Manual",2.6,83851,74471,3453,"High"
"7 Series",2023,"Asia","Blue","Electric","Automatic",1.6,33762,84664,4282,"High"
"X5",2019,"Middle East","Black","Hybrid","Manual",1.7,89748,81061,2637,"Low"
"X1",2017,"Asia","Silver","Hybrid","Manual",4,114787,74135,4493,"High"
"X6",2022,"South America","Red","Petrol","Automatic",1.9,58832,79885,5027,"High"
"7 Series",2021,"North America","White","Hybrid","Automatic",3.2,70438,88754,3546,"High"
"M5",2024,"Middle East","Grey","Hybrid","Automatic",4.4,70428,96642,3749,"High"
"3 Series",2019,"Europe","Silver","Electric","Manual",2.8,71771,83585,3330,"High"
"i3",2013,"Europe","Black","Electric","Automatic",2.7,194542,60886,3404,"High"
"M3",2023,"Middle East","Black","Diesel","Manual",4.6,59568,96738,1046,"Low"
"X3",2023,"North America","Red","Hybrid","Automatic",4.5,24053,101331,1826,"Low"
"M3",2021,"South America","Blue","Electric","Manual",4.6,45999,91505,100,"Low"
"M3",2023,"South America","Red","Hybrid","Manual",3.5,5835,101412,2894,"Low"
"5 Series",2024,"Middle East","Grey","Electric","Automatic",4.8,8628,117694,738,"Low"
"i3",2024,"North America","Silver","Diesel","Automatic",4.4,1000,107614,486,"Low"
"5 Series",2016,"North America","Black","Hybrid","Manual",3,151702,63499,4908,"High"
"X3",2015,"Asia","Blue","Electric","Automatic",3.7,147575,73285,3888,"High"
"i8",2013,"Asia","Black","Hybrid","Automatic",1.9,178423,61911,3964,"High"
"M3",2022,"North America","Grey","Electric","Automatic",3.4,68498,87036,2174,"Low"
"i8",2017,"North America","Grey","Electric","Automatic",2.4,131587,71192,3049,"Low"
"M3",2024,"North America","Grey","Petrol","Manual",2.5,28993,90754,4092,"High"
"M3",2022,"North America","Red","Diesel","Manual",1.9,52957,79206,3041,"Low"
"3 Series",2021,"Asia","Grey","Petrol","Automatic",2.8,56683,98329,3461,"High"
"X1",2018,"North America","Blue","Petrol","Manual",3.2,128700,74718,3128,"Low"
"X1",2024,"Africa","Red","Electric","Automatic",3.6,27588,102780,2768,"Low"
"5 Series",2018,"South America","Blue","Diesel","Automatic",2.6,124476,74758,4184,"High"
"M3",2020,"Middle East","Black","Electric","Manual",4.3,63882,87759,2849,"Low"
"X5",2016,"Asia","Blue","Diesel","Automatic",3.3,104078,84761,3216,"Low"
"X1",2015,"South America","Red","Petrol","Manual",3.7,125205,80160,2609,"Low"
"3 Series",2024,"Africa","Red","Hybrid","Automatic",2.5,36901,85289,2805,"Low"
"M3",2018,"Africa","Blue","Hybrid","Automatic",4.3,122483,83808,5038,"High"
"X3",2019,"Asia","White","Electric","Manual",3.7,80764,75191,5280,"High"
"X1",2018,"South America","Grey","Hybrid","Manual",4.5,92067,80837,851,"Low"
"i3",2022,"Middle East","White","Electric","Manual",2.1,48195,82460,1805,"Low"
"X6",2024,"Asia","Grey","Diesel","Automatic",2.8,17819,96040,3388,"High"
"X1",2014,"Europe","Black","Petrol","Automatic",1.9,157144,73971,3295,"High"
"M3",2023,"Africa","Grey","Hybrid","Manual",2.3,53112,82478,3645,"High"
"X6",2021,"Europe","Black","Diesel","Manual",2.9,100529,83753,3367,"High"
"X6",2023,"South America","Red","Diesel","Automatic",4.6,13464,103709,2265,"Low"
"3 Series",2014,"Asia","Red","Hybrid","Manual",3.4,152218,56437,5848,"High"
"X3",2022,"Europe","Silver","Petrol","Manual",2.7,60249,94793,1039,"Low"
"M5",2019,"North America","Grey","Diesel","Automatic",4.1,119974,83065,3149,"Low"
"i8",2024,"South America","Blue","Diesel","Automatic",1.6,36604,91745,553,"Low"
"i8",2022,"Europe","Red","Diesel","Manual",2.8,58846,85378,2439,"Low"
"M5",2024,"Asia","Blue","Petrol","Automatic",3.6,37848,103371,1098,"Low"
"X6",2012,"Asia","Black","Petrol","Manual",3.5,192964,58923,6347,"High"
"7 Series",2015,"North America","Blue","Diesel","Automatic",3.6,149873,71013,5292,"High"
"X6",2024,"Middle East","Blue","Diesel","Automatic",2.2,3075,98754,2267,"Low"
"5 Series",2021,"Europe","Blue","Electric","Automatic",2.7,101340,92824,2699,"Low"
"i8",2020,"Asia","Blue","Hybrid","Automatic",4.8,63334,95482,3482,"High"
"7 Series",2019,"North America","White","Petrol","Automatic",4.9,60881,96810,1294,"Low"
"X6",2021,"North America","Blue","Diesel","Automatic",2.6,64563,81856,3000,"Low"
"3 Series",2024,"Middle East","White","Electric","Manual",3.8,24716,109079,2247,"Low"
"X6",2012,"Africa","Grey","Hybrid","Automatic",2.3,220632,56210,6227,"High"
"X1",2018,"Africa","Black","Hybrid","Manual",2.8,142948,71790,4310,"High"
"7 Series",2021,"Middle East","Black","Hybrid","Manual",4.3,65385,84166,2311,"Low"
"X6",2023,"Africa","Blue","Electric","Manual",3.3,15847,98424,1794,"Low"
"7 Series",2024,"Asia","White","Petrol","Automatic",4.5,13737,110671,1394,"Low"
"i8",2016,"Middle East","Silver","Electric","Manual",3.7,146201,71529,3984,"High"
"M3",2014,"North America","Grey","Electric","Automatic",3.7,149998,71166,5088,"High"
"3 Series",2021,"South America","Black","Electric","Manual",1.6,66847,75865,5845,"High"
"7 Series",2022,"Europe","Grey","Hybrid","Manual",4.1,30555,94532,2492,"Low"
"X6",2024,"Africa","Blue","Hybrid","Manual",4.9,9554,108028,360,"Low"
"M5",2023,"Asia","Grey","Diesel","Automatic",3.2,8430,101590,1071,"Low"
"i8",2018,"South America","Red","Hybrid","Automatic",2.1,100525,79669,3560,"High"
"M3",2016,"South America","Black","Hybrid","Automatic",4.9,165453,81203,3229,"Low"
"7 Series",2021,"South America","Red","Electric","Manual",2.5,73307,91318,3262,"Low"
"7 Series",2021,"Middle East","White","Diesel","Automatic",2.9,45586,90646,3608,"High"
