"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"3 Series",2014,"South America","Blue","Hybrid","Automatic",4.4,140723,74912,2808,"Low"
"X1",2019,"Middle East","Blue","Electric","Manual",3.1,143497,68320,2650,"Low"
"5 Series",2024,"North America","Grey","Hybrid","Automatic",4.7,23081,107186,3438,"High"
"M5",2024,"Asia","Silver","Hybrid","Manual",2.9,1000,101031,1812,"Low"
"i8",2023,"South America","Red","Diesel","Automatic",3,21412,90501,532,"Low"
"M5",2020,"Africa","Red","Diesel","Automatic",3.1,104840,79693,3975,"High"
"X3",2017,"North America","Black","Diesel","Automatic",3.6,119705,77258,4149,"High"
"i8",2022,"South America","White","Diesel","Manual",4.2,75124,96573,1065,"Low"
"i8",2018,"Europe","Silver","Petrol","Automatic",2.7,107728,73053,3091,"Low"
"5 Series",2019,"Middle East","White","Hybrid","Automatic",3.7,65860,84290,3735,"High"
"i3",2024,"Middle East","Silver","Electric","Manual",2.2,35288,92492,2754,"Low"
"i3",2012,"Asia","White","Hybrid","Automatic",3.4,215376,51154,6706,"High"
"i3",2022,"South America","Black","Hybrid","Manual",3.4,96786,81983,3513,"High"
"X5",2017,"Middle East","Red","Diesel","Automatic",4.6,119169,81148,3236,"Low"
"M5",2023,"Africa","Grey","Hybrid","Automatic",4.6,50630,102398,2257,"Low"
"M5",2022,"South America","Blue","Petrol","Automatic",3.2,59636,94300,3800,"High"
"3 Series",2020,"North America","Black","Electric","Automatic",1.6,103826,79052,4776,"High"
"X3",2024,"Asia","Grey","Petrol","Manual",4.5,41637,106048,2396,"Low"
"X5",2021,"Europe","White","Petrol","Manual",1.5,34106,80937,2864,"Low"
"X6",2015,"Europe","Black","Diesel","Manual",3.2,129599,64644,5091,"High"
"5 Series",2018,"Africa","Black","Electric","Manual",1.6,103830,74953,5329,"High"
"i8",2019,"Middle East","White","Electric","Manual",2.7,92701,75724,3826,"High"
"X5",2017,"Europe","Blue","Electric","Automatic",3.7,156598,74843,2577,"Low"
"i3",2022,"Asia","Black","Hybrid","Manual",2.8,63428,83206,5460,"High"
"5 Series",2013,"Africa","White","Diesel","Manual",4.7,209781,59008,4964,"High"
"X3",2022,"South America","Silver","Diesel","Manual",3.7,49427,89744,3029,"Low"
"i8",2021,"Europe","Black","Diesel","Manual",3.8,55044,92562,1519,"Low"
"X3",2020,"Europe","White","Diesel","Automatic",2.8,97638,90522,4184,"High"
"X3",2023,"South America","Silver","Petrol","Manual",1.6,45357,85232,1972,"Low"
"X3",2014,"South America","Black","Diesel","Automatic",4.1,194196,62910,5294,"High"
"X5",2021,"Asia","Silver","Hybrid","Automatic",4,101815,93034,3601,"High"
"3 Series",2016,"Europe","Blue","Hybrid","Manual",3.4,138290,70630,3746,"High"
"X5",2024,"South America","Black","Electric","Automatic",3,20684,99835,1184,"Low"
"i8",2017,"South America","Grey","Hybrid","Automatic",3.4,125474,88022,3230,"Low"
"M5",2017,"North America","Black","Diesel","Automatic",4.1,127354,81730,2108,"Low"
"M3",2019,"South America","Black","Electric","Automatic",4,108784,84110,2248,"Low"
"i3",2023,"Africa","White","Diesel","Manual",3.8,66419,95417,2716,"Low"
"X5",2016,"North America","Red","Hybrid","Manual",4.7,127931,76514,4741,"High"
"i8",2018,"Asia","White","Petrol","Automatic",3.6,93097,88967,2234,"Low"
"i3",2019,"South America","White","Petrol","Automatic",1.6,68784,77416,3142,"Low"
"X1",2023,"North America","Red","Hybrid","Automatic",3.7,19217,106799,3511,"High"
"X5",2024,"North America","Grey","Electric","Automatic",3.6,12799,101764,3277,"Low"
"X5",2016,"Middle East","Silver","Hybrid","Manual",1.7,163064,59563,4258,"High"
"X3",2019,"Africa","White","Hybrid","Automatic",3,137895,72211,5429,"High"
"5 Series",2023,"Middle East","Black","Hybrid","Automatic",3.8,40963,99893,1720,"Low"
"i8",2015,"Europe","Blue","Diesel","Manual",4,120686,75481,3208,"Low"
"i3",2020,"Middle East","Red","Hybrid","Automatic",4.6,101567,84052,2956,"Low"
"X1",2012,"Middle East","Silver","Petrol","Manual",4.4,222292,50217,7652,"High"
"5 Series",2021,"North America","Blue","Hybrid","Manual",1.9,81303,84076,3472,"High"
"X1",2010,"South America","Black","Electric","Automatic",3.6,214648,57051,5219,"High"
"X6",2018,"Europe","White","Hybrid","Automatic",3.6,119330,79144,5193,"High"
"X3",2024,"North America","White","Electric","Manual",2.6,29957,98186,2832,"Low"
"X6",2014,"Africa","Blue","Diesel","Manual",2.1,181748,59542,6461,"High"
"i3",2021,"North America","Grey","Hybrid","Automatic",2.2,50733,90434,1935,"Low"
"i8",2023,"South America","Silver","Diesel","Manual",2.1,65155,81795,3222,"Low"
"X6",2024,"North America","Grey","Electric","Automatic",4.3,1000,107193,2189,"Low"
"X6",2024,"North America","White","Electric","Automatic",2,32092,93970,3568,"High"
"X5",2020,"Africa","Silver","Diesel","Automatic",2.4,34283,86919,3326,"High"
"X1",2022,"Middle East","Black","Electric","Automatic",2.3,61011,89666,4136,"High"
"M5",2024,"Asia","Blue","Electric","Manual",4,18211,106188,2102,"Low"
"5 Series",2012,"North America","Blue","Diesel","Manual",2.1,204094,53108,6671,"High"
"i3",2023,"Africa","Blue","Petrol","Automatic",1.6,9527,89990,2847,"Low"
"X5",2021,"Europe","Silver","Petrol","Automatic",2.8,98474,91058,1222,"Low"
"M3",2016,"Africa","White","Diesel","Manual",2.6,123445,78200,5161,"High"
"X3",2021,"South America","Blue","Diesel","Manual",2.9,33806,84800,4591,"High"
"7 Series",2017,"South America","Red","Diesel","Manual",4.1,89761,89678,3551,"High"
"M3",2016,"Middle East","White","Petrol","Automatic",1.5,97569,72988,2130,"Low"
"3 Series",2024,"North America","Red","Hybrid","Manual",1.6,17958,91612,3418,"High"
"X1",2021,"Europe","Red","Hybrid","Manual",2.4,47109,91569,3312,"High"
"X3",2022,"Asia","Blue","Petrol","Manual",4.6,45917,98221,3198,"Low"
"i3",2021,"Europe","Silver","Electric","Manual",2.1,82204,71786,3724,"High"
"X1",2021,"Asia","Black","Electric","Automatic",5,60213,90198,2160,"Low"
"5 Series",2017,"Middle East","Silver","Electric","Manual",4.3,120156,79331,5398,"High"
"X6",2024,"Africa","Red","Hybrid","Manual",3.1,67694,97283,1361,"Low"
"5 Series",2020,"Middle East","Black","Hybrid","Manual",4.1,50505,91209,3349,"High"
"X3",2024,"North America","Red","Hybrid","Automatic",3.3,29419,101779,3997,"High"
"5 Series",2021,"Europe","Grey","Diesel","Manual",3.5,86859,73512,4201,"High"
"5 Series",2022,"Europe","Black","Electric","Automatic",3.5,66320,88354,1625,"Low"
"X3",2021,"Asia","Blue","Diesel","Automatic",3.8,70196,92349,1767,"Low"
"3 Series",2016,"Asia","Black","Hybrid","Manual",1.7,122916,68720,5814,"High"
"X5",2011,"Africa","Black","Petrol","Manual",3.7,186197,56142,5124,"High"
"X3",2024,"Middle East","Silver","Petrol","Manual",4,1000,107384,1626,"Low"
"X1",2021,"Middle East","White","Electric","Automatic",2.6,87723,81636,2641,"Low"
"X1",2018,"Asia","Black","Hybrid","Manual",4.9,121292,83829,3835,"High"
"7 Series",2021,"Africa","Silver","Petrol","Automatic",2,37764,84921,1589,"Low"
"X5",2022,"Asia","Black","Petrol","Manual",4.7,71101,91058,3493,"High"
"X1",2021,"Asia","Black","Hybrid","Manual",3.9,58965,94367,2340,"Low"
"i3",2021,"Middle East","Grey","Petrol","Automatic",3.8,84001,91118,2560,"Low"
"5 Series",2014,"South America","Blue","Diesel","Manual",4.6,152702,63569,3035,"Low"
"M3",2020,"Africa","White","Electric","Automatic",4.4,91983,87882,3171,"Low"
"M3",2016,"Middle East","Red","Diesel","Automatic",2.7,134600,80437,2917,"Low"
"X1",2024,"Asia","Grey","Petrol","Automatic",4,32394,101471,2614,"Low"
"M5",2019,"South America","Red","Diesel","Automatic",1.7,120532,72733,4680,"High"
"X5",2020,"North America","Blue","Hybrid","Automatic",3.1,110354,78893,2321,"Low"
"3 Series",2018,"Europe","Grey","Electric","Automatic",4.8,108002,90525,2404,"Low"
"i8",2023,"Europe","Red","Diesel","Manual",2.5,52104,92927,3211,"Low"
"M3",2021,"Africa","Red","Petrol","Automatic",1.7,65218,85428,3640,"High"
"i8",2023,"Asia","Red","Electric","Manual",3.5,14855,99132,2757,"Low"
"i3",2024,"South America","Silver","Petrol","Manual",2.7,4223,103172,100,"Low"
"X5",2018,"North America","Grey","Diesel","Manual",2.8,81747,73907,4458,"High"
"5 Series",2021,"Europe","Blue","Petrol","Manual",3.5,68078,80171,3677,"High"
"M3",2021,"Asia","White","Hybrid","Automatic",3.7,71678,90793,2787,"Low"
"i8",2015,"Asia","Red","Hybrid","Manual",3,145416,66397,3726,"High"
"7 Series",2018,"North America","Blue","Petrol","Automatic",3.3,108143,82807,2967,"Low"
"5 Series",2023,"Asia","White","Petrol","Manual",5,1000,112794,100,"Low"
"7 Series",2024,"Middle East","Silver","Diesel","Manual",4.9,21676,110513,100,"Low"
"X6",2024,"North America","Grey","Hybrid","Automatic",4,47030,95258,2540,"Low"
"i8",2019,"North America","Grey","Electric","Manual",2.1,94181,78620,3760,"High"
"X3",2021,"Asia","Black","Hybrid","Manual",2.8,39247,90862,2845,"Low"
"M3",2018,"Middle East","Grey","Petrol","Manual",4.6,95059,78213,3907,"High"
"7 Series",2011,"Asia","Grey","Petrol","Automatic",3,216126,54999,6596,"High"
"X3",2015,"North America","Grey","Petrol","Manual",4.8,160602,66735,5602,"High"
"i3",2018,"North America","Grey","Petrol","Automatic",3.2,93262,74901,2710,"Low"
"i3",2014,"North America","Silver","Hybrid","Automatic",4.5,159434,66953,5111,"High"
"M3",2018,"Middle East","Red","Hybrid","Manual",1.6,108833,74989,1809,"Low"
"X3",2021,"North America","Grey","Electric","Automatic",3,84317,85404,1138,"Low"
"7 Series",2023,"South America","Red","Diesel","Automatic",4,26769,105641,900,"Low"
"i3",2015,"Asia","Grey","Hybrid","Automatic",4.5,153116,70875,4136,"High"
"X1",2024,"South America","Grey","Petrol","Automatic",3.6,41853,103169,2148,"Low"
"X3",2022,"Africa","Red","Hybrid","Manual",2.1,50075,94074,1261,"Low"
"3 Series",2021,"Middle East","Red","Hybrid","Manual",4.6,63445,98646,2215,"Low"
"5 Series",2022,"Africa","Red","Diesel","Automatic",3.5,23277,86589,3448,"High"
"X3",2021,"Middle East","Red","Electric","Automatic",1.9,73374,73012,4292,"High"
"7 Series",2022,"North America","Black","Petrol","Manual",3.1,45966,93596,1440,"Low"
"i3",2022,"Middle East","White","Hybrid","Manual",3.9,30408,90759,1547,"Low"
"7 Series",2020,"Asia","White","Hybrid","Automatic",3.1,74658,93511,1965,"Low"
"M5",2022,"Europe","Blue","Hybrid","Manual",4.5,70898,92987,2640,"Low"
"X5",2023,"North America","Black","Electric","Manual",3,26288,100825,2580,"Low"
"X1",2019,"Asia","Red","Diesel","Manual",3.5,89632,78400,3895,"High"
"X3",2013,"Middle East","Black","Diesel","Manual",2.2,190471,54732,6969,"High"
"3 Series",2021,"North America","Silver","Hybrid","Manual",3.3,42110,92742,2169,"Low"
"X3",2021,"Asia","Blue","Petrol","Automatic",2.3,80232,82733,4100,"High"
"5 Series",2022,"Europe","Red","Electric","Manual",2.3,48572,95588,3816,"High"
"7 Series",2015,"South America","Black","Petrol","Manual",2.5,163027,70519,3426,"High"
"i3",2023,"South America","Grey","Electric","Manual",1.7,84420,77223,5433,"High"
"X5",2023,"Middle East","Blue","Diesel","Automatic",2.1,28037,93941,3236,"Low"
"X1",2022,"Europe","White","Petrol","Manual",3,31685,87839,2072,"Low"
"X1",2023,"Middle East","Grey","Diesel","Automatic",2,19090,100505,1704,"Low"
"X3",2023,"North America","Black","Petrol","Automatic",2,46135,87051,3544,"High"
"i8",2021,"Middle East","Black","Electric","Automatic",4.9,102176,89387,935,"Low"
"M3",2018,"Europe","Blue","Petrol","Automatic",3,110236,70964,3752,"High"
"3 Series",2023,"Africa","Black","Electric","Automatic",2.9,39384,99507,3754,"High"
"i8",2010,"North America","Grey","Petrol","Automatic",2.4,219280,54179,6340,"High"
"3 Series",2016,"Middle East","Grey","Electric","Manual",3.3,131970,70352,3227,"Low"
"i3",2015,"Africa","Black","Hybrid","Automatic",3.6,135609,78767,2982,"Low"
"5 Series",2013,"Middle East","Silver","Diesel","Automatic",3,172949,66341,5704,"High"
"i3",2019,"South America","Grey","Hybrid","Automatic",2.9,107850,83085,3007,"Low"
"i3",2014,"North America","Silver","Petrol","Automatic",4,142275,74486,1560,"Low"
"i8",2022,"North America","Grey","Petrol","Automatic",4.8,74556,91368,3644,"High"
"i8",2012,"North America","Red","Petrol","Manual",4.6,186410,67591,6689,"High"
"i8",2020,"Asia","Grey","Electric","Manual",1.9,78716,71476,3654,"High"
"X6",2022,"Africa","Red","Electric","Automatic",3.8,80844,92765,3046,"Low"
"i3",2023,"Middle East","Grey","Petrol","Manual",1.5,63432,84671,4527,"High"
"7 Series",2021,"North America","Blue","Petrol","Automatic",3.7,74677,87716,3094,"Low"
"X1",2010,"North America","Grey","Hybrid","Manual",3.1,223112,54940,3208,"Low"
"X6",2022,"North America","White","Diesel","Automatic",3.2,81005,91249,1649,"Low"
"i3",2018,"Middle East","White","Diesel","Manual",3.6,129563,77813,4993,"High"
"M3",2020,"South America","Blue","Electric","Automatic",4.1,57323,97405,3031,"Low"
"M5",2020,"Asia","Silver","Hybrid","Manual",4.1,79976,84952,3128,"Low"
"5 Series",2020,"Europe","Blue","Hybrid","Automatic",1.7,55689,88931,1882,"Low"
"i8",2017,"Middle East","Blue","Petrol","Automatic",4.1,114079,80922,4060,"High"
"i8",2024,"Africa","Grey","Diesel","Automatic",4.4,33184,97231,1981,"Low"
"X3",2020,"South America","White","Diesel","Manual",1.7,107169,78008,3717,"High"
"X3",2021,"Middle East","Silver","Diesel","Manual",2.6,40957,87373,1140,"Low"
"X5",2023,"North America","Red","Diesel","Manual",4.3,44964,95007,2981,"Low"
"5 Series",2023,"Middle East","White","Hybrid","Manual",3.2,20949,99391,2902,"Low"
"5 Series",2020,"North America","Blue","Petrol","Automatic",3.9,107272,83430,5435,"High"
"7 Series",2014,"South America","Black","Electric","Automatic",3.3,153493,59498,4893,"High"
"i8",2021,"South America","Silver","Diesel","Automatic",4.9,67094,83334,4009,"High"
"M5",2022,"Europe","Grey","Hybrid","Manual",4.8,73849,88239,4494,"High"
"X3",2022,"Africa","Grey","Electric","Automatic",2.5,41178,96845,2278,"Low"
"7 Series",2019,"Asia","Silver","Electric","Automatic",2.9,119536,82540,2941,"Low"
"3 Series",2014,"Middle East","Blue","Electric","Manual",3,154829,66297,5486,"High"
"X6",2014,"Middle East","Black","Petrol","Manual",1.9,166670,70243,3956,"High"
"5 Series",2019,"Europe","Silver","Diesel","Automatic",2.9,106447,82579,1881,"Low"
"X1",2021,"South America","White","Diesel","Automatic",4.2,66764,94658,2197,"Low"
"X3",2020,"North America","Blue","Petrol","Manual",4.5,76604,80232,4059,"High"
"X5",2017,"Asia","Black","Hybrid","Automatic",4.6,129160,83783,3410,"High"
"i3",2016,"Europe","Red","Electric","Automatic",1.6,113330,67032,5149,"High"
"M5",2016,"Asia","Silver","Petrol","Automatic",4.3,126230,78380,4508,"High"
"i8",2019,"Middle East","Blue","Electric","Manual",3.3,70409,75830,6630,"High"
"i8",2021,"Middle East","Red","Petrol","Automatic",2.2,40410,89106,1560,"Low"
"X3",2023,"Middle East","Black","Hybrid","Automatic",3.2,23702,100391,1996,"Low"
"M5",2020,"North America","Silver","Petrol","Automatic",4.5,96347,91587,2217,"Low"
"7 Series",2021,"South America","Grey","Hybrid","Automatic",3,111807,80035,4923,"High"
"i8",2020,"Africa","Grey","Electric","Manual",5,77720,100268,1177,"Low"
"3 Series",2023,"Africa","White","Petrol","Manual",3.7,29135,95949,3310,"High"
"X1",2014,"Asia","Grey","Diesel","Manual",3.2,146011,68911,2574,"Low"
"X3",2023,"Africa","Black","Petrol","Automatic",2.5,64021,93420,1551,"Low"
"5 Series",2018,"North America","Silver","Petrol","Automatic",1.5,87361,71740,4321,"High"
"X6",2024,"Europe","Blue","Petrol","Automatic",3.6,3482,106724,2119,"Low"
"7 Series",2023,"South America","Red","Petrol","Automatic",3.5,7347,92320,3450,"High"
"M5",2015,"Africa","Blue","Diesel","Manual",3.3,157005,62366,4852,"High"
"i3",2012,"South America","Red","Diesel","Automatic",3.4,192194,60144,5089,"High"
"X5",2024,"Asia","White","Hybrid","Automatic",4.5,54380,98988,255,"Low"
"i8",2023,"North America","Red","Diesel","Manual",2.6,34729,92876,2931,"Low"
"M3",2019,"South America","Grey","Electric","Manual",3.4,87057,83330,4151,"High"
"i3",2017,"Middle East","Red","Diesel","Automatic",3.9,90783,76438,4925,"High"
"7 Series",2018,"Middle East","Blue","Petrol","Automatic",2.2,96895,80104,5455,"High"
"i3",2022,"North America","Silver","Diesel","Automatic",4.7,34076,93986,3437,"High"
"M3",2016,"Europe","Silver","Diesel","Manual",4.1,109948,76821,3982,"High"
"X5",2016,"Middle East","White","Diesel","Manual",1.7,149218,65632,5873,"High"
"M3",2024,"South America","Red","Hybrid","Manual",4.5,23906,98278,1296,"Low"
"M3",2013,"Asia","Silver","Hybrid","Manual",4.8,155961,61927,2647,"Low"
"X3",2021,"South America","Silver","Diesel","Automatic",4.3,35647,84515,5475,"High"
"X3",2024,"Asia","Red","Diesel","Automatic",3,1000,104194,3200,"Low"
"i3",2017,"Middle East","Grey","Diesel","Automatic",5,146033,81875,3778,"High"
"i8",2021,"South America","Red","Petrol","Automatic",1.9,41267,91253,2753,"Low"
"i8",2024,"Middle East","White","Electric","Manual",3.4,46246,95318,1439,"Low"
"X6",2020,"Middle East","Grey","Electric","Manual",2.1,72159,77873,4619,"High"
"X6",2017,"North America","Grey","Petrol","Manual",3,103315,69012,3796,"High"
"i8",2020,"North America","Silver","Diesel","Automatic",4.7,70888,98219,344,"Low"
"M5",2023,"Europe","Silver","Petrol","Automatic",4.3,8168,104028,2550,"Low"
"X5",2022,"Africa","Red","Petrol","Automatic",4.2,54227,93923,2394,"Low"
"M5",2022,"Middle East","Silver","Electric","Automatic",2.7,55518,89569,2872,"Low"
"5 Series",2020,"Middle East","Grey","Petrol","Automatic",4.8,93244,90450,2521,"Low"
"X1",2023,"Europe","Silver","Hybrid","Manual",2.8,36502,86461,1207,"Low"
"i3",2020,"Africa","Red","Petrol","Automatic",1.6,110645,77872,4347,"High"
"M5",2023,"South America","Black","Petrol","Automatic",3.7,6994,108657,100,"Low"
"3 Series",2014,"Africa","Black","Hybrid","Manual",2.8,167102,64675,5204,"High"
"X6",2020,"South America","Grey","Diesel","Manual",2,72543,79093,3207,"Low"
"i3",2017,"South America","Black","Diesel","Automatic",4.8,152207,79674,3196,"Low"
"i3",2019,"North America","Grey","Electric","Manual",3.7,99625,88514,3379,"High"
"7 Series",2011,"Europe","Red","Diesel","Automatic",4.8,233494,57564,6046,"High"
"i3",2015,"North America","Black","Diesel","Automatic",3.5,145533,68693,2139,"Low"
"X5",2022,"Asia","Silver","Petrol","Automatic",1.7,85666,85786,2275,"Low"
"i8",2013,"Europe","Blue","Hybrid","Automatic",1.6,172324,62098,4334,"High"
"X3",2019,"Asia","Blue","Diesel","Automatic",4.7,110449,87223,2813,"Low"
"i3",2015,"North America","Blue","Petrol","Manual",1.6,162033,58961,5587,"High"
"7 Series",2024,"Asia","Grey","Hybrid","Automatic",3.7,1000,102663,2094,"Low"
"X6",2018,"Asia","Red","Diesel","Automatic",2.5,100158,80619,3617,"High"
"5 Series",2018,"Asia","Silver","Electric","Automatic",3.9,139521,78584,2767,"Low"
"X1",2020,"Europe","Red","Hybrid","Manual",2.5,104363,76524,3771,"High"
"3 Series",2019,"Africa","Silver","Hybrid","Manual",1.6,101749,74290,3858,"High"
"3 Series",2015,"Middle East","Blue","Electric","Automatic",4.1,150184,69320,4472,"High"
"i3",2014,"Africa","White","Petrol","Manual",2.6,135424,70593,4972,"High"
"M3",2024,"Africa","Grey","Hybrid","Manual",3.4,1000,96687,914,"Low"
"i8",2016,"Europe","Grey","Electric","Manual",4.2,116330,71126,4828,"High"
"M5",2011,"Asia","Grey","Electric","Manual",4,217457,54894,6450,"High"
"i3",2024,"North America","Black","Hybrid","Manual",2.7,1000,94428,3061,"Low"
"M3",2024,"Europe","Blue","Petrol","Manual",4.1,16207,104632,704,"Low"
"X6",2017,"Middle East","Grey","Petrol","Automatic",4.7,86858,100402,2981,"Low"
"X1",2017,"Europe","Blue","Electric","Automatic",3.6,113300,83839,2485,"Low"
"5 Series",2018,"South America","White","Petrol","Manual",4,162161,79311,3702,"High"
"i8",2022,"Asia","Red","Electric","Automatic",4.5,72583,91835,2965,"Low"
"5 Series",2021,"South America","Silver","Hybrid","Manual",4.5,106769,83494,2369,"Low"
"3 Series",2018,"Europe","Grey","Hybrid","Manual",2.7,116202,74672,3823,"High"
"M5",2020,"Middle East","Silver","Petrol","Automatic",5,63734,97997,2388,"Low"
"X6",2023,"Asia","Red","Electric","Manual",1.6,23870,85172,2458,"Low"
"M3",2021,"North America","Silver","Diesel","Manual",5,15778,98012,1443,"Low"
"M3",2019,"Middle East","Silver","Petrol","Manual",2.4,62747,86956,2888,"Low"
"X5",2021,"Middle East","Black","Hybrid","Automatic",3,95351,81812,3711,"High"
"M5",2018,"North America","Red","Petrol","Automatic",4.6,119442,81987,1938,"Low"
"i3",2020,"South America","Silver","Diesel","Manual",2.4,108338,77404,4114,"High"
"M3",2022,"Africa","Red","Petrol","Manual",2.3,67073,86643,3128,"Low"
"i8",2016,"Middle East","Silver","Diesel","Automatic",3.8,144496,78371,5135,"High"
"X1",2022,"South America","Silver","Electric","Automatic",4,98344,101726,3731,"High"
"3 Series",2022,"North America","Grey","Electric","Manual",1.5,75321,74025,4515,"High"
"i8",2018,"Asia","Silver","Electric","Manual",3.1,103391,72917,4426,"High"
"X3",2021,"Africa","Blue","Electric","Automatic",3.2,58525,87941,3635,"High"
"M5",2014,"Europe","Silver","Hybrid","Automatic",2.5,167949,59558,4688,"High"
"i8",2022,"North America","Grey","Electric","Automatic",3.4,45054,91166,2742,"Low"
"i8",2015,"Asia","Grey","Hybrid","Automatic",2,160132,64811,4597,"High"
"X1",2018,"Europe","Red","Hybrid","Automatic",2.6,87477,89043,4180,"High"
"M3",2015,"North America","Black","Petrol","Manual",4,164723,67195,4813,"High"
"i3",2022,"Africa","White","Diesel","Manual",4.6,51538,99943,2313,"Low"
"i3",2012,"Africa","Red","Petrol","Manual",3.6,207318,56516,6168,"High"
"3 Series",2021,"North America","Red","Hybrid","Automatic",1.8,60252,79146,4438,"High"
"X3",2020,"North America","White","Petrol","Automatic",3.9,100204,92492,3872,"High"
"X3",2011,"Asia","Grey","Electric","Manual",4.6,229452,60722,5892,"High"
"i8",2023,"Europe","Silver","Electric","Manual",3.3,20761,99182,2885,"Low"
"X3",2013,"South America","Grey","Diesel","Manual",3.2,176999,61850,5794,"High"
"X1",2022,"South America","Red","Petrol","Automatic",5,48767,104599,2482,"Low"
"3 Series",2022,"South America","Silver","Petrol","Automatic",3.7,100398,92911,2601,"Low"
"7 Series",2014,"Africa","Red","Electric","Manual",4.3,158548,70182,2456,"Low"
"M3",2017,"Europe","Red","Electric","Automatic",3.8,137065,82128,2814,"Low"
"7 Series",2014,"Africa","Black","Hybrid","Automatic",2.3,153235,63610,5551,"High"
"M3",2011,"South America","White","Hybrid","Automatic",2.5,198068,59751,4703,"High"
"M3",2016,"South America","Grey","Diesel","Automatic",3.8,129525,80227,4789,"High"
"i3",2014,"North America","Silver","Hybrid","Manual",3.1,208000,63553,6336,"High"
"M3",2020,"Middle East","Blue","Electric","Manual",2.9,68464,90545,1449,"Low"
"3 Series",2022,"Europe","White","Electric","Manual",1.6,26067,89873,1700,"Low"
"X3",2024,"Middle East","Blue","Hybrid","Automatic",4.6,2999,105273,763,"Low"
"X3",2023,"Asia","Red","Diesel","Automatic",4.6,36114,100448,1602,"Low"
"X1",2023,"Asia","Silver","Hybrid","Automatic",3.1,24832,99535,2882,"Low"
"7 Series",2015,"North America","Blue","Diesel","Automatic",4,159817,76136,2866,"Low"
"i8",2019,"Africa","White","Hybrid","Manual",2.1,101934,72840,5094,"High"
"M5",2020,"Africa","Grey","Hybrid","Manual",3.3,78224,89761,4577,"High"
"X6",2015,"Africa","Black","Hybrid","Automatic",3,152953,67690,5431,"High"
"3 Series",2021,"Europe","Blue","Hybrid","Manual",3.8,72420,86879,2675,"Low"
"X6",2023,"North America","Blue","Electric","Manual",3.1,46352,94373,1754,"Low"
"M5",2022,"North America","Blue","Electric","Manual",3.2,78410,89991,3212,"Low"
"X1",2016,"South America","Blue","Hybrid","Manual",2.5,134011,74696,5857,"High"
"i3",2024,"Africa","Grey","Diesel","Automatic",1.7,16735,91743,4686,"High"
"M5",2016,"South America","White","Petrol","Manual",4.7,127477,83103,4464,"High"
"X6",2024,"North America","Grey","Electric","Manual",1.5,5796,86716,3169,"Low"
"3 Series",2023,"Africa","Blue","Diesel","Automatic",2.5,52916,95427,3103,"Low"
"M3",2017,"Africa","Silver","Petrol","Manual",3.1,121424,70622,3107,"Low"
"3 Series",2024,"Africa","Silver","Electric","Manual",2.6,19403,95046,3298,"High"
"7 Series",2015,"North America","Blue","Electric","Automatic",3.4,160684,65823,4666,"High"
"i3",2012,"North America","Red","Hybrid","Manual",3.1,209695,60958,5564,"High"
"i3",2024,"North America","Silver","Hybrid","Automatic",2.4,5707,104692,481,"Low"
"X3",2017,"South America","Red","Diesel","Manual",1.8,144413,67580,4351,"High"
"3 Series",2020,"North America","Silver","Diesel","Automatic",2,68944,80117,2549,"Low"
"7 Series",2024,"Africa","Black","Diesel","Automatic",3.2,6286,101503,259,"Low"
"X5",2024,"South America","Silver","Electric","Manual",4.5,31290,103383,3419,"High"
"3 Series",2022,"Middle East","Blue","Hybrid","Automatic",1.9,100504,78831,2897,"Low"
"M5",2022,"Africa","Blue","Hybrid","Automatic",3.9,77308,93786,3751,"High"
"X5",2022,"Asia","Silver","Petrol","Manual",4.3,26983,99360,1175,"Low"
"3 Series",2023,"Africa","White","Diesel","Manual",2.5,32158,89948,2860,"Low"
"3 Series",2023,"Africa","Blue","Hybrid","Automatic",3.8,38347,98560,3663,"High"
"3 Series",2022,"North America","Red","Petrol","Manual",3.9,53705,85644,1785,"Low"
"X6",2022,"Middle East","Grey","Hybrid","Manual",4,28061,106250,1731,"Low"
"X3",2023,"North America","Grey","Hybrid","Manual",4.6,50489,87914,3602,"High"
"X6",2021,"Asia","White","Petrol","Automatic",2.9,59420,93351,4006,"High"
"5 Series",2021,"North America","Black","Petrol","Automatic",2.4,58759,96282,2803,"Low"
"i3",2021,"Africa","Grey","Diesel","Automatic",3.4,86401,90248,3856,"High"
"X6",2023,"Asia","Grey","Petrol","Manual",1.7,41797,84222,3521,"High"
"X6",2019,"South America","Silver","Diesel","Manual",2.7,84767,79077,2628,"Low"
"X3",2018,"Africa","Grey","Diesel","Automatic",4.6,77594,99298,899,"Low"
"M3",2019,"South America","Blue","Petrol","Manual",3.4,92394,77234,3565,"High"
"M3",2020,"North America","Blue","Diesel","Automatic",3,46020,86577,535,"Low"
"3 Series",2022,"South America","Red","Hybrid","Automatic",2.4,50296,90457,2039,"Low"
"M3",2015,"North America","Blue","Diesel","Manual",2.4,200055,56400,6552,"High"
"5 Series",2024,"Asia","Red","Diesel","Automatic",2.3,6378,100357,643,"Low"
"X3",2021,"Asia","Blue","Diesel","Automatic",4.4,78649,96692,2433,"Low"
"3 Series",2016,"Middle East","White","Petrol","Automatic",4.9,129989,89796,2454,"Low"
"7 Series",2022,"Middle East","Red","Diesel","Automatic",3.4,50273,99314,3308,"High"
