"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"i8",2022,"North America","Red","Petrol","Automatic",4.3,62870,88310,3815,"Low"
"i3",2018,"South America","Black","Petrol","Manual",2.9,89227,109950,1089,"Low"
"X5",2022,"Europe","White","Hybrid","Automatic",1.7,7489,94053,1411,"Low"
"X1",2020,"Africa","Silver","Petrol","Manual",4.4,81233,111870,410,"Low"
"X5",2016,"South America","Grey","Diesel","Manual",2.6,122209,86075,2558,"High"
"M3",2023,"North America","Silver","Electric","Manual",2.9,35530,77646,5900,"High"
"3 Series",2020,"South America","Black","Electric","Manual",4.9,112160,123985,876,"Low"
"i8",2016,"Africa","Red","Hybrid","Manual",1.6,148579,75709,1969,"High"
"X5",2017,"Africa","Black","Diesel","Manual",4,102495,101210,847,"Low"
"X6",2018,"Middle East","Red","Hybrid","Manual",4.8,103064,104626,1242,"Low"
"i8",2022,"South America","Silver","Electric","Manual",1.7,49878,117323,1326,"High"
"X5",2021,"North America","Silver","Hybrid","Automatic",4.5,63881,92382,3563,"Low"
"X3",2022,"Africa","Blue","Hybrid","Automatic",3,66957,118542,843,"Low"
"M5",2019,"North America","White","Hybrid","Automatic",4.6,95810,89644,2725,"Low"
"M5",2016,"Europe","Black","Diesel","Manual",2.6,148233,69768,3354,"Low"
"M3",2018,"North America","White","Diesel","Automatic",4.9,118354,81234,5120,"High"
"X3",2016,"Asia","Black","Petrol","Automatic",3.8,119189,98836,6200,"High"
"X5",2022,"Europe","Red","Diesel","Automatic",3.7,21753,96127,2874,"Low"
"7 Series",2020,"Middle East","Silver","Electric","Manual",4.3,113172,95576,1346,"Low"
"X1",2013,"North America","Red","Petrol","Manual",3,165417,61838,6862,"High"
"3 Series",2020,"North America","Black","Diesel","Automatic",2.4,87132,70776,6205,"High"
"3 Series",2021,"Europe","Silver","Diesel","Manual",2.4,36273,85191,3643,"High"
"7 Series",2017,"Middle East","Silver","Petrol","Automatic",2.7,127074,80982,2459,"High"
"X1",2016,"Middle East","Blue","Diesel","Manual",3.7,135786,81208,2129,"High"
"5 Series",2022,"South America","Silver","Electric","Manual",4.4,36860,134870,1178,"Low"
"M3",2024,"North America","Grey","Hybrid","Manual",3.2,19867,84836,4319,"High"
"X6",2022,"Europe","Grey","Electric","Manual",2.9,84476,80077,4387,"High"
"M5",2024,"Middle East","Blue","Petrol","Manual",4.3,19398,112365,732,"Low"
"M3",2024,"North America","White","Electric","Automatic",2.5,20310,98277,5136,"High"
"7 Series",2015,"Asia","Red","Diesel","Automatic",3.9,142119,90774,4910,"Low"
"3 Series",2022,"North America","Black","Electric","Automatic",1.9,40039,82574,1967,"Low"
"M5",2023,"Asia","Red","Electric","Automatic",1.9,34322,106889,3126,"Low"
"3 Series",2022,"Africa","White","Electric","Automatic",3.8,60521,125905,440,"Low"
"5 Series",2019,"Middle East","Black","Hybrid","Manual",1.8,74882,88865,2099,"High"
"M5",2023,"Africa","Grey","Electric","Automatic",2,19865,130794,715,"Low"
"i8",2020,"Europe","Blue","Hybrid","Automatic",3.7,75232,94488,3482,"Low"
"M3",2019,"Africa","Silver","Hybrid","Manual",3,113486,102474,1013,"High"
"i3",2020,"Africa","Black","Hybrid","Automatic",3.5,75893,116394,692,"Low"
"X5",2015,"Africa","Black","Diesel","Manual",4.9,165584,102718,1229,"High"
"3 Series",2018,"Middle East","White","Diesel","Manual",3.7,88303,101931,2110,"High"
"M5",2011,"Africa","Blue","Diesel","Manual",3.6,153854,79656,1438,"High"
"i3",2020,"North America","Red","Diesel","Manual",2.8,96352,74573,4012,"High"
"M3",2023,"South America","White","Petrol","Automatic",3.7,39502,117254,1687,"High"
"X5",2022,"South America","White","Petrol","Automatic",1.5,86230,110753,2030,"High"
"i3",2022,"Europe","Red","Electric","Manual",3.5,58021,78523,3596,"Low"
"M3",2022,"Africa","Grey","Hybrid","Manual",1.7,64976,108675,980,"Low"
"5 Series",2020,"South America","Red","Diesel","Automatic",2.3,82210,102606,1943,"High"
"X6",2016,"North America","Grey","Petrol","Automatic",3.5,130917,68947,4466,"High"
"X3",2022,"South America","Silver","Petrol","Manual",3.8,60784,136422,361,"Low"
"X1",2011,"South America","Blue","Diesel","Automatic",2.8,213276,76471,2544,"High"
"X6",2022,"North America","White","Petrol","Automatic",3,41078,84701,4768,"High"
"i8",2024,"North America","Red","Hybrid","Manual",3.2,1000,98542,2306,"Low"
"5 Series",2014,"South America","White","Diesel","Manual",4.2,149148,106782,1529,"High"
"M5",2024,"North America","White","Electric","Automatic",1.6,5137,102878,1037,"Low"
"X1",2019,"Asia","Silver","Hybrid","Automatic",3.1,50981,117085,1335,"Low"
"M3",2021,"Middle East","Grey","Petrol","Automatic",1.5,43033,104350,905,"Low"
"i8",2021,"Middle East","White","Diesel","Manual",2.6,50536,94032,698,"Low"
"i3",2016,"South America","Silver","Hybrid","Automatic",3.3,133842,113140,1565,"High"
"X6",2016,"Asia","Blue","Electric","Manual",1.8,172595,80538,7822,"High"
"5 Series",2018,"Asia","Red","Hybrid","Manual",3.2,107396,87973,5836,"High"
"M5",2023,"Europe","Silver","Diesel","Automatic",4.7,21574,108172,2758,"Low"
"X6",2018,"Middle East","White","Diesel","Manual",3.9,109962,95993,2369,"High"
"7 Series",2024,"Europe","Red","Hybrid","Manual",4.2,1000,102414,2483,"Low"
"M5",2022,"Asia","Red","Hybrid","Manual",3.5,81741,113375,3456,"Low"
"i8",2023,"Europe","Blue","Electric","Manual",4.6,41568,96471,1069,"Low"
"X5",2021,"Europe","Black","Diesel","Manual",2,53735,84146,4110,"High"
"X6",2012,"South America","Silver","Diesel","Automatic",3.1,200932,78345,2071,"High"
"X3",2019,"Europe","Red","Hybrid","Automatic",3.6,63779,86760,2524,"Low"
"i8",2016,"North America","Blue","Petrol","Automatic",4.6,155595,80928,5462,"High"
"7 Series",2021,"Asia","Red","Diesel","Automatic",2.6,56557,99127,7886,"High"
"X6",2019,"South America","White","Hybrid","Automatic",1.5,76813,115067,1374,"High"
"5 Series",2023,"South America","Blue","Diesel","Automatic",4.9,3257,154990,348,"Low"
"M5",2016,"Asia","Black","Hybrid","Automatic",1.6,131273,83237,8196,"High"
"3 Series",2019,"Asia","Grey","Petrol","Automatic",2,96241,97105,5012,"High"
"i8",2016,"North America","Grey","Diesel","Manual",3,157773,58168,5161,"High"
"3 Series",2019,"Middle East","White","Electric","Manual",3.2,61784,100991,938,"Low"
"7 Series",2020,"Africa","Silver","Petrol","Automatic",4.4,71759,125306,1108,"High"
"3 Series",2024,"Europe","Silver","Hybrid","Automatic",3.1,17274,105978,1579,"Low"
"M3",2023,"Africa","Silver","Petrol","Automatic",3.4,48371,123460,1251,"High"
"X3",2023,"South America","Grey","Electric","Automatic",2.2,78950,119342,1619,"High"
"X1",2016,"North America","Grey","Diesel","Manual",3.5,163863,61018,5935,"High"
"i8",2023,"Europe","Black","Petrol","Automatic",2.7,9652,99089,1188,"Low"
"X5",2017,"Europe","Black","Diesel","Manual",1.8,112503,68861,5843,"High"
"5 Series",2024,"Africa","Grey","Diesel","Manual",4.8,1000,139239,397,"Low"
"5 Series",2018,"Asia","Black","Electric","Automatic",1.8,87657,90560,5290,"High"
"i8",2024,"South America","Red","Electric","Manual",3.9,17865,150592,40,"Low"
"M5",2018,"Africa","Red","Diesel","Manual",4.7,98351,113213,1022,"High"
"X6",2023,"Asia","Grey","Petrol","Manual",2.1,18761,115033,304,"Low"
"X6",2019,"North America","White","Petrol","Manual",2.3,116067,69273,4834,"High"
"X1",2019,"North America","Grey","Electric","Automatic",3,100503,80197,4056,"High"
"M3",2018,"Europe","Red","Electric","Automatic",2.5,132224,76530,6673,"High"
"3 Series",2016,"South America","Black","Hybrid","Manual",4.2,151968,101847,1892,"High"
"M5",2012,"Africa","Grey","Hybrid","Automatic",2.7,204975,75789,1654,"High"
"X1",2021,"North America","Blue","Electric","Automatic",5,41563,88990,5532,"High"
"3 Series",2024,"North America","Blue","Petrol","Automatic",4.5,22129,100032,1973,"Low"
"5 Series",2020,"Asia","Grey","Electric","Automatic",4.6,71707,104098,4024,"Low"
"X3",2024,"Middle East","Grey","Electric","Manual",1.7,45815,111578,692,"Low"
"3 Series",2022,"South America","Silver","Diesel","Manual",2.1,21014,120764,1524,"High"
"5 Series",2016,"North America","Black","Electric","Manual",2.1,119823,62635,6526,"High"
"X1",2022,"North America","Black","Diesel","Automatic",3.9,47722,82290,2972,"Low"
"i8",2024,"North America","Blue","Petrol","Automatic",1.5,17938,93370,3239,"Low"
"3 Series",2019,"Africa","Red","Hybrid","Automatic",4.3,68118,111615,893,"Low"
"X1",2016,"Europe","Grey","Hybrid","Manual",3.4,134595,67823,6199,"High"
"i8",2022,"North America","Blue","Hybrid","Manual",3.5,27178,99747,4840,"High"
"M5",2016,"Asia","Black","Hybrid","Automatic",3.4,117351,93984,8372,"High"
"5 Series",2022,"South America","Blue","Diesel","Automatic",3.4,56889,122207,1705,"High"
"X3",2019,"South America","Grey","Hybrid","Automatic",2.2,120285,112281,1795,"High"
"i8",2010,"South America","Silver","Hybrid","Automatic",2.5,238310,65807,1975,"High"
"X6",2013,"North America","Blue","Diesel","Manual",3.2,156008,61016,4492,"High"
"5 Series",2021,"Africa","Blue","Electric","Manual",3.9,55746,119228,520,"Low"
"i8",2011,"South America","White","Diesel","Manual",2.5,212851,62859,3094,"High"
"i3",2018,"Europe","Black","Diesel","Manual",4.3,144349,81398,4544,"High"
"X6",2022,"Asia","Blue","Diesel","Automatic",4.3,52983,113142,3609,"Low"
"3 Series",2022,"Africa","Black","Hybrid","Automatic",2.5,45838,124362,743,"Low"
"i3",2019,"North America","Black","Electric","Manual",3.5,111053,69340,2670,"Low"
"3 Series",2011,"North America","Red","Diesel","Automatic",2.7,207945,54371,6650,"High"
"i3",2017,"South America","Grey","Hybrid","Manual",2.2,95528,98087,1990,"High"
"i8",2015,"Asia","White","Hybrid","Manual",4.3,175971,74113,4722,"Low"
"X1",2016,"Middle East","Black","Diesel","Automatic",5,159927,91381,1380,"Low"
"X1",2024,"North America","Silver","Electric","Automatic",3.5,47678,94177,3445,"Low"
"i3",2017,"Europe","Grey","Petrol","Manual",4.7,92858,80636,5482,"High"
"X3",2010,"South America","White","Electric","Automatic",3.7,214229,68771,2732,"High"
"M5",2015,"Africa","Blue","Hybrid","Manual",3.5,166526,94292,1115,"High"
"X3",2024,"Asia","Black","Electric","Automatic",3.2,11813,126234,339,"Low"
"M3",2014,"Europe","Red","Diesel","Automatic",2.3,176271,55326,7156,"High"
"X3",2016,"Middle East","Blue","Hybrid","Manual",1.8,146363,73793,3492,"High"
"X1",2017,"North America","Grey","Petrol","Manual",3,148984,62925,4540,"High"
"i8",2013,"Middle East","Blue","Electric","Manual",3.5,206976,67165,2776,"High"
"X6",2017,"Africa","Grey","Hybrid","Automatic",3.3,116062,103028,1247,"High"
"X5",2016,"South America","Grey","Diesel","Manual",3.9,171132,104273,2203,"High"
"i3",2021,"Middle East","Blue","Diesel","Automatic",2.2,77387,95440,2160,"High"
"X6",2011,"North America","Silver","Electric","Automatic",2.7,244934,47794,5498,"High"
"7 Series",2015,"Asia","White","Electric","Automatic",3,143182,80742,7113,"High"
"5 Series",2022,"Middle East","Silver","Petrol","Automatic",2.2,46360,102549,722,"Low"
"i8",2023,"Asia","Silver","Hybrid","Manual",4.7,39679,116284,970,"Low"
"M5",2020,"North America","Red","Hybrid","Manual",3.9,45140,79073,3967,"High"
"5 Series",2023,"Asia","Black","Hybrid","Automatic",1.8,23565,107916,5862,"High"
"M3",2024,"South America","Black","Hybrid","Manual",4,3958,132122,1167,"Low"
"i3",2024,"Africa","Black","Diesel","Automatic",3.4,1000,134191,184,"Low"
"X5",2024,"Africa","Black","Petrol","Automatic",3.3,33161,128170,425,"Low"
"X5",2020,"Middle East","Black","Hybrid","Automatic",5,93394,106059,50,"Low"
"3 Series",2015,"Middle East","Grey","Electric","Automatic",3.7,166253,84151,1352,"Low"
"3 Series",2023,"North America","White","Petrol","Automatic",4.6,48468,93825,3138,"Low"
"i3",2017,"South America","White","Petrol","Automatic",4.7,94726,124699,1624,"High"
"X6",2018,"Africa","Black","Hybrid","Manual",1.9,56126,109014,1023,"High"
"X5",2021,"North America","Black","Diesel","Automatic",1.5,38921,86895,4142,"High"
"M5",2023,"Middle East","Grey","Diesel","Automatic",3,51356,103827,1998,"High"
"i8",2022,"Asia","Blue","Electric","Manual",4.2,62102,109334,3478,"Low"
"X3",2015,"Middle East","Grey","Electric","Automatic",4.4,165472,86480,2022,"High"
"5 Series",2015,"Africa","Red","Electric","Automatic",4.3,146878,93584,1438,"High"
"M5",2022,"Africa","Silver","Diesel","Automatic",3.1,23372,127548,639,"Low"
"M3",2017,"Middle East","Black","Hybrid","Manual",4.1,161547,93417,1016,"Low"
"i8",2018,"Asia","Black","Hybrid","Manual",4,99751,102863,3972,"Low"
"X5",2022,"Middle East","Silver","Hybrid","Automatic",2.6,57582,111228,664,"Low"
"7 Series",2020,"South America","Red","Electric","Automatic",2.1,67880,116644,1272,"Low"
"i8",2016,"Middle East","Silver","Diesel","Automatic",3.7,160323,87306,2218,"High"
"X3",2019,"Asia","Red","Diesel","Manual",3.9,88562,95038,4778,"Low"
"X5",2022,"North America","White","Electric","Manual",3.5,80274,77469,2780,"Low"
"X3",2018,"Asia","Blue","Electric","Automatic",2.2,115089,103937,4350,"Low"
"7 Series",2021,"Europe","Blue","Electric","Manual",2.5,89947,87220,3697,"High"
"5 Series",2021,"Asia","Red","Petrol","Manual",4,71530,107137,4032,"Low"
"i3",2022,"Middle East","Red","Petrol","Automatic",4.9,52587,120251,910,"Low"
"7 Series",2024,"Asia","White","Hybrid","Manual",4.8,4916,125692,4172,"Low"
"5 Series",2024,"Asia","Silver","Diesel","Automatic",3.3,18091,120510,2448,"Low"
"X5",2022,"Middle East","Red","Petrol","Automatic",4.6,85636,111849,620,"Low"
"i3",2020,"Asia","Blue","Diesel","Manual",1.6,44983,93896,5985,"High"
"i8",2017,"South America","Grey","Diesel","Automatic",4.5,128229,115368,1590,"High"
"X6",2021,"North America","Black","Hybrid","Manual",3.2,29035,92557,1248,"Low"
"X1",2021,"North America","Grey","Petrol","Automatic",4.2,74653,89497,3533,"Low"
"X1",2018,"South America","Black","Diesel","Automatic",1.5,114651,102481,1550,"High"
"X3",2021,"Africa","Blue","Diesel","Manual",4.5,58519,131294,121,"Low"
"X1",2021,"Middle East","Silver","Petrol","Manual",3.6,59521,94186,1659,"High"
"X5",2019,"Africa","Red","Petrol","Automatic",2.3,95976,107225,717,"Low"
"M3",2017,"Asia","Red","Petrol","Automatic",2.7,118286,91553,6327,"High"
"3 Series",2023,"Asia","Black","Hybrid","Automatic",2.2,28014,123223,3747,"Low"
"X1",2014,"Africa","Blue","Diesel","Manual",3,177710,81328,1422,"High"
"5 Series",2022,"Europe","Black","Electric","Manual",2.7,77908,80397,2991,"Low"
"5 Series",2021,"Europe","Red","Hybrid","Automatic",3.4,41021,97699,760,"Low"
"5 Series",2012,"Africa","Black","Diesel","Automatic",4.4,193880,89714,1154,"High"
"i8",2020,"Europe","Grey","Hybrid","Automatic",4.9,68248,98142,2339,"Low"
"i3",2020,"South America","Grey","Electric","Automatic",2.4,51371,136466,978,"Low"
"X6",2022,"Europe","Grey","Diesel","Automatic",1.9,58136,95581,3762,"High"
"3 Series",2015,"Asia","Silver","Diesel","Manual",2.9,141338,82858,8205,"High"
"X3",2024,"Africa","Silver","Electric","Manual",2,23874,120260,986,"Low"
"3 Series",2017,"Europe","Blue","Hybrid","Manual",4.4,112201,79367,3486,"Low"
"X3",2019,"Asia","Silver","Hybrid","Manual",3.3,98470,89134,4896,"Low"
"5 Series",2023,"Asia","Grey","Diesel","Manual",3.7,53106,100895,2562,"Low"
"M3",2018,"South America","Silver","Diesel","Manual",2,109339,93012,2116,"High"
"M5",2022,"South America","Blue","Electric","Automatic",4.1,35591,137054,1023,"Low"
"X1",2020,"North America","Blue","Hybrid","Automatic",4.9,86919,85890,2730,"Low"
"i3",2023,"Asia","Black","Petrol","Manual",3.2,31213,108197,5112,"High"
"5 Series",2023,"Europe","Black","Diesel","Manual",4.9,18117,109074,527,"Low"
"3 Series",2022,"South America","Silver","Diesel","Automatic",1.6,76626,116668,1350,"High"
"3 Series",2021,"Middle East","Blue","Petrol","Manual",1.6,36135,97057,554,"Low"
"i3",2020,"North America","Blue","Electric","Manual",4.9,99806,82651,3166,"Low"
"7 Series",2019,"Asia","Black","Electric","Manual",4,69824,87360,5292,"High"
"X1",2018,"Asia","White","Electric","Manual",2.2,92390,92552,7432,"High"
"X5",2017,"Middle East","White","Electric","Automatic",2.8,128492,79181,1903,"High"
"3 Series",2018,"South America","Grey","Electric","Automatic",3.3,127576,111395,1781,"High"
"X6",2013,"Middle East","Silver","Diesel","Manual",4,194173,71345,3122,"High"
"5 Series",2023,"Asia","White","Diesel","Manual",4.4,51201,110293,3346,"Low"
"7 Series",2019,"Asia","White","Petrol","Manual",1.8,70319,87791,7664,"High"
"X3",2023,"Middle East","Black","Diesel","Manual",3.8,38999,101312,1058,"Low"
"i3",2024,"Asia","Silver","Hybrid","Manual",3.2,20495,121415,261,"Low"
"X5",2022,"Middle East","Blue","Diesel","Automatic",3.6,58501,107770,1176,"Low"
"X3",2022,"Middle East","Black","Petrol","Automatic",3.3,33183,110828,1604,"Low"
"M3",2022,"North America","White","Petrol","Automatic",3.1,61393,83777,2466,"Low"
"M5",2016,"South America","White","Electric","Manual",2.2,139445,92169,1412,"High"
"X1",2018,"Europe","White","Diesel","Automatic",3.2,91089,86144,4085,"High"
"X3",2022,"Asia","Red","Electric","Manual",2.2,43480,101743,5552,"High"
"X3",2016,"Middle East","Grey","Petrol","Manual",1.7,116169,78179,2124,"High"
"3 Series",2022,"Europe","Red","Diesel","Automatic",2.8,75637,92385,2181,"Low"
"3 Series",2020,"Asia","Blue","Diesel","Automatic",1.6,74706,102388,2988,"Low"
"X1",2016,"North America","Silver","Petrol","Automatic",3.5,140052,64702,4321,"High"
"7 Series",2022,"Africa","Red","Electric","Manual",1.8,69540,98188,1204,"High"
"X1",2024,"Middle East","White","Diesel","Automatic",3,21976,120089,461,"Low"
"7 Series",2016,"Middle East","Red","Petrol","Automatic",4.9,144673,106037,699,"Low"
"i3",2016,"Asia","White","Diesel","Manual",1.5,99869,70895,9884,"High"
"M5",2024,"Europe","White","Petrol","Manual",2.8,1000,94791,4311,"High"
"7 Series",2022,"North America","Red","Petrol","Automatic",3.9,34357,88492,2408,"Low"
"i8",2021,"Asia","Silver","Hybrid","Automatic",2.1,53370,107942,1224,"Low"
"M3",2022,"North America","Grey","Diesel","Manual",3.5,34560,96357,3998,"High"
"M3",2024,"Asia","Blue","Hybrid","Manual",2.4,27237,114426,969,"Low"
"X1",2022,"North America","Red","Petrol","Manual",2.3,39723,86534,4250,"High"
"X5",2022,"North America","Silver","Hybrid","Automatic",4.6,25581,98867,3661,"Low"
"5 Series",2012,"Europe","Silver","Diesel","Automatic",2.2,186967,58763,7670,"High"
"7 Series",2019,"Europe","Black","Hybrid","Automatic",2.8,92922,82395,3643,"High"
"X6",2018,"North America","Silver","Electric","Manual",2.1,123695,70875,4213,"High"
"X3",2019,"Africa","Red","Diesel","Manual",2.5,78320,106629,1546,"High"
"M5",2016,"South America","Silver","Hybrid","Manual",2.5,147146,95047,2061,"High"
"X5",2022,"Asia","Red","Hybrid","Automatic",2.6,67728,94511,5002,"High"
"X6",2017,"Middle East","White","Hybrid","Automatic",3.7,88369,95122,1076,"Low"
"i8",2023,"Middle East","Black","Electric","Manual",4.1,38940,110640,838,"Low"
"3 Series",2013,"Asia","Silver","Electric","Manual",3.3,188220,93166,7730,"High"
"X6",2017,"Asia","Silver","Diesel","Manual",3.6,101402,88801,8768,"High"
"M3",2023,"Middle East","Black","Diesel","Manual",4.3,22215,113213,1209,"Low"
"3 Series",2023,"Europe","White","Electric","Manual",5,1000,101225,3221,"Low"
"X3",2020,"South America","White","Petrol","Manual",3.1,74285,110041,993,"Low"
"3 Series",2017,"Europe","Red","Diesel","Manual",4.8,127291,73512,6021,"High"
"i3",2019,"Europe","Red","Electric","Manual",3.2,119361,86286,4862,"High"
"M3",2013,"Asia","Red","Hybrid","Automatic",4.2,183783,82708,3987,"Low"
"M5",2015,"Asia","Blue","Hybrid","Automatic",3.5,144581,84180,8624,"High"
"X5",2015,"Asia","White","Hybrid","Automatic",4.6,170289,82480,6574,"High"
"5 Series",2018,"North America","Silver","Hybrid","Automatic",3.1,114494,75380,4229,"High"
"7 Series",2013,"Europe","White","Hybrid","Automatic",3.9,180771,65497,4778,"High"
"X3",2020,"North America","Grey","Electric","Manual",3.1,79473,81266,4163,"High"
"M5",2021,"Africa","Blue","Diesel","Manual",4.5,33317,117962,961,"Low"
"X6",2017,"Europe","Silver","Electric","Automatic",5,155227,83600,2379,"Low"
"i3",2023,"Africa","Grey","Diesel","Automatic",2.4,10065,126500,632,"Low"
"X5",2020,"Middle East","Red","Diesel","Manual",3.2,65530,99734,932,"Low"
"5 Series",2020,"Africa","Grey","Hybrid","Manual",1.8,57295,104737,1126,"High"
"i8",2022,"Europe","Silver","Hybrid","Manual",2,64915,80921,2567,"Low"
"M5",2018,"South America","Blue","Petrol","Automatic",4.8,68086,120211,1249,"Low"
"X6",2024,"South America","Black","Diesel","Manual",3.4,17714,135566,210,"Low"
"X6",2023,"Africa","Blue","Electric","Manual",2.9,26115,122439,508,"Low"
"i8",2017,"North America","Grey","Hybrid","Automatic",3.9,86690,84531,1916,"Low"
"i3",2014,"Middle East","Silver","Hybrid","Automatic",3.5,210257,64124,2456,"High"
"i8",2019,"Asia","Blue","Electric","Automatic",2.5,94577,87656,7290,"High"
"i3",2023,"Africa","Silver","Electric","Automatic",2.3,39507,130434,368,"Low"
"X5",2011,"Europe","Black","Electric","Automatic",3.6,197306,67791,2893,"Low"
"7 Series",2020,"Asia","Silver","Diesel","Manual",2.2,78027,98524,6021,"High"
"X1",2020,"Africa","Red","Petrol","Manual",2,77222,103708,1205,"High"
"M3",2022,"Middle East","Grey","Petrol","Manual",2.6,67698,94892,1568,"Low"
"X3",2022,"South America","Black","Hybrid","Manual",4.5,61422,130829,1398,"High"
"i3",2016,"Europe","Red","Hybrid","Automatic",1.6,99638,74472,4073,"High"
"M3",2017,"Asia","Red","Hybrid","Automatic",4.4,138058,92849,4266,"Low"
"M3",2017,"North America","Blue","Petrol","Automatic",3.7,78342,83856,2251,"Low"
"X5",2017,"Africa","Black","Petrol","Manual",1.6,95509,80015,1361,"High"
"M3",2013,"North America","Red","Petrol","Manual",3.6,179597,56775,5194,"High"
"5 Series",2014,"South America","White","Hybrid","Automatic",3,156604,95474,2320,"High"
"7 Series",2019,"Africa","Grey","Diesel","Automatic",4.4,127282,106656,889,"Low"
"M3",2013,"Africa","White","Diesel","Automatic",4.7,151315,97661,675,"Low"
"M5",2020,"Middle East","White","Petrol","Manual",2.5,76515,98395,2062,"High"
"i3",2013,"South America","Red","Diesel","Automatic",4.2,212319,81255,2234,"High"
"5 Series",2017,"Africa","White","Diesel","Automatic",2.6,130530,85375,1776,"High"
"7 Series",2024,"Africa","White","Petrol","Automatic",2.5,36092,123924,128,"Low"
"5 Series",2022,"North America","Grey","Electric","Manual",2.2,86409,82891,3544,"Low"
"7 Series",2022,"Africa","White","Electric","Manual",3.9,32963,122017,1035,"High"
"7 Series",2021,"Middle East","Black","Diesel","Manual",2.4,67925,94765,1561,"Low"
"i3",2020,"North America","White","Diesel","Manual",3.1,66660,83739,3718,"Low"
"X1",2020,"Middle East","White","Hybrid","Manual",4.3,97151,97043,1380,"Low"
"i3",2018,"North America","Blue","Hybrid","Manual",4.3,131953,74508,5093,"High"
"X1",2016,"Middle East","Blue","Hybrid","Automatic",4.5,149639,93941,1592,"Low"
"X1",2021,"North America","White","Petrol","Manual",2.1,49511,77784,4501,"High"
"M5",2013,"Europe","Blue","Diesel","Manual",3.6,162910,74024,5107,"High"
"5 Series",2017,"Africa","Black","Diesel","Manual",4.7,134265,97696,1508,"High"
"7 Series",2019,"Asia","Black","Diesel","Automatic",1.6,51103,99244,5582,"High"
"M5",2015,"Asia","Black","Electric","Automatic",4.3,187763,91433,5802,"High"
"X5",2023,"South America","Black","Petrol","Manual",2.4,51290,126760,944,"Low"
"5 Series",2020,"Middle East","Silver","Electric","Automatic",3.8,48714,101398,490,"Low"
"i3",2022,"South America","Black","Petrol","Manual",4,28472,146168,834,"Low"
"M3",2024,"South America","Silver","Petrol","Manual",4.7,28679,153437,774,"Low"
"X1",2023,"Africa","Grey","Petrol","Manual",3.3,19270,115358,789,"Low"
"M5",2022,"Asia","White","Electric","Automatic",4.5,18159,128746,4078,"Low"
"M3",2024,"Europe","Black","Diesel","Automatic",1.7,30488,90977,2127,"Low"
"X6",2024,"Europe","Red","Electric","Manual",3,14933,106661,2958,"Low"
"7 Series",2024,"Africa","Silver","Diesel","Manual",3,16569,122977,399,"Low"
"X6",2020,"North America","White","Hybrid","Manual",3.4,44736,93926,2070,"Low"
"X5",2023,"North America","Blue","Petrol","Automatic",3.2,24380,82863,498,"Low"
"M5",2017,"North America","White","Hybrid","Manual",4.9,146140,78305,3979,"High"
"X5",2023,"South America","Black","Electric","Automatic",1.8,25574,134614,786,"Low"
"X6",2010,"Africa","White","Electric","Automatic",2.4,241703,64934,1743,"High"
"7 Series",2013,"Asia","Red","Hybrid","Manual",4.9,201650,81359,8588,"High"
"i3",2019,"Europe","Black","Electric","Manual",3.1,106267,75771,3343,"Low"
"X6",2018,"Europe","Blue","Electric","Automatic",3.5,85350,86519,3783,"High"
"X5",2024,"Middle East","White","Diesel","Automatic",1.8,20515,113293,1512,"Low"
"X1",2024,"Europe","Red","Diesel","Manual",2.5,26200,98176,2476,"Low"
"X5",2023,"Europe","Black","Diesel","Automatic",1.6,24602,93198,5622,"High"
"X6",2024,"South America","Red","Petrol","Automatic",2,49289,131324,970,"Low"
"M5",2022,"Asia","Silver","Diesel","Automatic",3.7,70571,110122,4366,"Low"
"7 Series",2019,"Africa","White","Electric","Automatic",4.2,95480,110544,1448,"High"
"X6",2024,"Asia","Grey","Hybrid","Automatic",4.5,25212,124626,1238,"Low"
"X3",2017,"Asia","Grey","Petrol","Automatic",2.4,94819,91709,5584,"High"
"i3",2022,"North America","Blue","Diesel","Manual",2.7,30642,82289,2898,"Low"
"X5",2011,"Africa","Silver","Diesel","Manual",3.5,216611,74292,1718,"High"
"X6",2020,"South America","Grey","Electric","Manual",1.8,136585,100915,1864,"High"
"M5",2019,"Africa","Blue","Electric","Automatic",4.3,119595,106746,836,"Low"
"X6",2015,"Africa","Silver","Petrol","Manual",3.2,168093,84289,1537,"High"
"7 Series",2014,"North America","Blue","Diesel","Automatic",4.9,162974,68799,3688,"Low"
"i3",2018,"Asia","Red","Diesel","Manual",1.9,96519,79999,8024,"High"
"X6",2024,"South America","White","Hybrid","Automatic",2,26491,128841,749,"Low"
"M3",2020,"Middle East","Silver","Electric","Manual",2.7,66479,99227,1918,"High"
"X1",2017,"Asia","Blue","Petrol","Automatic",2.2,144173,78830,8799,"High"
"X3",2024,"Middle East","White","Hybrid","Automatic",3.9,9733,120957,185,"Low"
"X3",2016,"Asia","Grey","Diesel","Automatic",4.8,159874,98572,6216,"High"
"X3",2018,"Middle East","Red","Petrol","Automatic",1.8,116552,94062,2178,"High"
"5 Series",2019,"South America","Grey","Diesel","Automatic",2.3,120798,94805,1888,"High"
"i3",2020,"Africa","Silver","Petrol","Manual",2.3,121049,89664,1135,"High"
"M3",2016,"South America","Blue","Hybrid","Automatic",3.3,177206,86852,2128,"High"
